iteration,area,error,flag
0,64,0.1171875,normal
20,64,0.296875,normal
40,64,0.296875,normal
60,63,0.296875,normal
80,63,0.296875,normal
100,62,0.296875,normal
120,62,0.3046875,normal
140,62,0.3125,normal
160,62,0.3125,normal
180,62,0.3125,normal
200,62,0.3125,normal
220,62,0.3125,normal
240,62,0.3125,normal
260,62,0.3125,normal
280,62,0.3125,normal
300,62,0.3125,normal
320,62,0.3125,normal
340,62,0.3125,normal
360,62,0.3125,normal
380,62,0.3125,normal
400,62,0.3125,normal
420,62,0.3125,normal
440,62,0.3125,normal
460,62,0.3125,normal
480,61,0.3125,normal
500,61,0.3125,normal
520,61,0.3125,normal
540,61,0.3125,normal
560,61,0.3125,normal
580,61,0.3125,normal
600,61,0.3125,normal
620,61,0.3125,normal
640,61,0.3125,normal
660,61,0.3125,normal
680,61,0.3125,normal
700,61,0.3125,normal
720,61,0.3125,normal
740,61,0.3125,normal
760,61,0.3125,normal
780,61,0.3125,normal
800,61,0.3125,normal
820,61,0.3125,normal
840,61,0.3125,normal
860,61,0.3125,normal
880,61,0.3125,normal
900,61,0.3125,normal
920,61,0.3125,normal
940,61,0.3125,normal
960,61,0.3125,normal
980,61,0.3046875,normal
1000,61,0.3046875,normal
1020,61,0.296875,normal
1040,61,0.296875,normal
1060,61,0.296875,normal
1080,61,0.296875,normal
1100,61,0.296875,normal
1120,61,0.296875,normal
1140,60,0.3125,normal
1160,60,0.3125,normal
1180,60,0.3125,normal
1200,60,0.296875,normal
1220,60,0.296875,normal
1240,60,0.2734375,normal
1260,60,0.3125,normal
1280,60,0.3046875,normal
1300,60,0.3046875,normal
1320,60,0.3046875,normal
1340,60,0.3046875,normal
1360,60,0.3046875,normal
1380,60,0.3046875,normal
1400,60,0.3046875,normal
1420,60,0.3046875,normal
1440,60,0.3046875,normal
1460,60,0.28125,normal
1480,60,0.28125,normal
1500,60,0.28125,normal
1520,60,0.28125,normal
1540,60,0.28125,normal
1560,60,0.28125,normal
1580,60,0.28125,normal
1600,60,0.2890625,normal
1620,60,0.2890625,normal
1640,60,0.2890625,normal
1660,60,0.2890625,normal
1680,60,0.2890625,normal
1700,60,0.2890625,normal
1720,60,0.2890625,normal
1740,60,0.2890625,normal
1760,60,0.2890625,normal
1780,60,0.2890625,normal
1800,60,0.2890625,normal
1820,60,0.2890625,normal
1840,60,0.2890625,normal
1860,60,0.2890625,normal
1880,60,0.2890625,normal
1900,60,0.2890625,normal
1920,60,0.2890625,normal
1940,60,0.2890625,normal
1960,60,0.2890625,normal
1980,60,0.2890625,normal
1999,60,0.2890625,normal
