iteration,area,error,flag
0,64,0.0,normal
20,64,0.296875,normal
40,64,0.28515625,normal
60,63,0.26953125,normal
80,63,0.3046875,normal
100,63,0.3046875,normal
120,63,0.3046875,normal
140,63,0.3046875,normal
160,63,0.3046875,normal
180,63,0.3125,normal
200,62,0.3125,normal
220,61,0.3125,normal
240,60,0.3125,normal
260,60,0.2890625,normal
280,60,0.3125,normal
300,60,0.3125,normal
320,60,0.3125,normal
340,60,0.3125,normal
360,60,0.3125,normal
380,60,0.3125,normal
400,60,0.3125,normal
420,60,0.3125,normal
440,60,0.3125,normal
460,60,0.296875,normal
480,60,0.296875,normal
500,60,0.296875,normal
520,60,0.296875,normal
540,60,0.296875,normal
560,60,0.296875,normal
580,60,0.296875,normal
600,60,0.296875,normal
620,60,0.296875,normal
640,60,0.296875,normal
660,60,0.296875,normal
680,60,0.296875,normal
700,60,0.296875,normal
720,60,0.296875,normal
740,60,0.296875,normal
760,60,0.296875,normal
780,60,0.296875,normal
800,60,0.296875,normal
820,60,0.3046875,normal
840,60,0.3046875,normal
860,60,0.3046875,normal
880,60,0.3046875,normal
900,60,0.3046875,normal
920,60,0.3046875,normal
940,60,0.3125,normal
960,60,0.3125,normal
980,60,0.3125,normal
1000,60,0.3125,normal
1020,60,0.3125,normal
1040,60,0.3125,normal
1060,60,0.3125,normal
1080,60,0.296875,normal
1100,60,0.296875,normal
1120,60,0.296875,normal
1140,60,0.296875,normal
1160,60,0.296875,normal
1180,60,0.296875,normal
1200,60,0.296875,normal
1220,60,0.296875,normal
1240,60,0.296875,normal
1260,60,0.296875,normal
1280,60,0.296875,normal
1300,60,0.296875,normal
1320,60,0.296875,normal
1340,60,0.296875,normal
1360,60,0.296875,normal
1380,60,0.3046875,normal
1400,60,0.3046875,normal
1420,60,0.3046875,normal
1440,60,0.3046875,normal
1460,60,0.296875,normal
1480,60,0.296875,normal
1500,60,0.296875,normal
1520,60,0.296875,normal
1540,60,0.296875,normal
1560,60,0.296875,normal
1580,60,0.296875,normal
1600,60,0.296875,normal
1620,60,0.296875,normal
1640,60,0.296875,normal
1660,60,0.296875,normal
1680,60,0.3046875,normal
1700,60,0.3046875,normal
1720,60,0.3046875,normal
1740,60,0.296875,normal
1760,60,0.296875,normal
1780,60,0.296875,normal
1800,60,0.296875,normal
1820,60,0.296875,normal
1840,60,0.296875,normal
1860,60,0.296875,normal
1880,60,0.296875,normal
1900,60,0.296875,normal
1920,60,0.296875,normal
1940,60,0.296875,normal
1960,60,0.296875,normal
1980,60,0.296875,normal
1999,60,0.296875,normal
